"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Accessory/Helm/Front/Eye of Fury/Eye of Fury, Heavy","Accessory","Heavy Eye of Fury","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Eye of Fury/Eye of Fury, Pink","Accessory","Fancy Eye of Fury","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Eye of Fury/Eye of Fury, Purple","Accessory","Dusky Eye of Fury","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Eye of Fury/Eye of Fury, Red","Accessory","Toasty Eye of Fury","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Eye of Fury/Eye of Fury, Volcanic","Accessory","Volcanic Eye of Fury","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Blue","Accessory","Cool Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Divine","Accessory","Divine Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Gold","Accessory","Regal Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Green","Accessory","Military Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Heavy","Accessory","Heavy Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Pink","Accessory","Fancy Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Prismatic","Accessory","Prismatic Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Purple","Accessory","Dusky Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Red","Accessory","Toasty Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Game Face/Game Face, Vol","Accessory","Volcanic Game Face","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Blue","Accessory","Cool Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Divine","Accessory","Divine Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Gold","Accessory","Regal Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Green","Accessory","Military Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Heavy","Accessory","Heavy Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Pink","Accessory","Fancy Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Prismatic","Accessory","Prismatic Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Purple","Accessory","Dusky Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Red","Accessory","Toasty Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Shadow","Accessory","Shadow Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Giga Shades/Giga Shades, Volcanic","Accessory","Volcanic Giga Shades","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Amethyst","Accessory","Amethyst Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Ancient","Accessory","Ancient Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Aquamarine","Accessory","Aquamarine Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Autumn","Accessory","Autumn Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Blazing","Accessory","Blazing Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Blue","Accessory","Cool Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Citrine","Accessory","Citrine Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Curse","Accessory","Wicked Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Dazed","Accessory","Dazed Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Diamond","Accessory","Diamond Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Divine","Accessory","Divine Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Electric","Accessory","Electric Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Emerald","Accessory","Emerald Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Freeze","Accessory","Frosty Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Garnet","Accessory","Garnet Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Glacial","Accessory","Glacial Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Gold","Accessory","Regal Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Green","Accessory","Military Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Heavy","Accessory","Heavy Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Hunter","Accessory","Hunter Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Lovely","Accessory","Lovely Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Nova","Accessory","Hallow Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Opal","Accessory","Opal Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Pearl","Accessory","Pearl Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Peridot","Accessory","Peridot Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Pink","Accessory","Fancy Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Polar","Accessory","Polar Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Prismatic","Accessory","Prismatic Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Purple","Accessory","Dusky Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Red","Accessory","Toasty Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Ruby","Accessory","Ruby Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Sapphire","Accessory","Sapphire Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Shadow","Accessory","Shadow Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Slumber","Accessory","Slumber Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Surge","Accessory","Surge Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Turquoise","Accessory","Turquoise Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Verdant","Accessory","Verdant Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Vile","Accessory","Vile Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glasses/Glasses, Volcanic","Accessory","Volcanic Glasses","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Glow-Eyes/Glow-Eyes, Prismatic","Accessory","Prismatic Glow-Eyes","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Blue","Accessory","Cool Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Curse","Accessory","Wicked Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Divine","Accessory","Divine Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Freeze","Accessory","Frosty Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Gold","Accessory","Regal Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Green","Accessory","Military Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Grey","Accessory","Grey Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Heavy","Accessory","Heavy Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Hunter","Accessory","Hunter Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Nova","Accessory","Hallow Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Pink","Accessory","Fancy Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Polar","Accessory","Polar Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Prismatic","Accessory","Prismatic Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Purple","Accessory","Dusky Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Red","Accessory","Toasty Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Azure","Accessory","Tech Azure Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Blue","Accessory","Tech Blue Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Green","Accessory","Tech Green Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Orange","Accessory","Tech Orange Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Pink","Accessory","Tech Pink Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Red","Accessory","Tech Red Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Violet","Accessory","Tech Violet Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Tech Yellow","Accessory","Tech Yellow Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Goggles/Goggles, Volcanic","Accessory","Volcanic Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Blue","Accessory","Cool Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Curse","Accessory","Wicked Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Divine","Accessory","Divine Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Glacial","Accessory","Glacial Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Gold","Accessory","Regal Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Green","Accessory","Military Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Grey","Accessory","Grey Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Heavy","Accessory","Heavy Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Pink","Accessory","Fancy Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Prismatic","Accessory","Prismatic Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Purple","Accessory","Dusky Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Red","Accessory","Toasty Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Azure","Accessory","Tech Azure Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Blue","Accessory","Tech Blue Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Green","Accessory","Tech Green Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Orange","Accessory","Tech Orange Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Pink","Accessory","Tech Pink Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Red","Accessory","Tech Red Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Violet","Accessory","Tech Violet Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Tech Yellow","Accessory","Tech Yellow Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Gremlin Goggles/Gremlin Goggles, Vol","Accessory","Volcanic Gremlin Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Cool","Accessory","Cool Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Divine","Accessory","Divine Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Dusky","Accessory","Dusky Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Fancy","Accessory","Fancy Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Grey","Accessory","Grey Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Heavy","Accessory","Heavy Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Military","Accessory","Military Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Prismatic","Accessory","Prismatic Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Regal","Accessory","Regal Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Shadow","Accessory","Shadow Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Toasty","Accessory","Toasty Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, Volcanic","Accessory","Volcanic Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Grizzled Gorget/Grizzled Gorget, White","Accessory","White Grizzled Gorget","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Blue","Accessory","Cool Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Curse","Accessory","Wicked Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Divine","Accessory","Divine Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Freeze","Accessory","Frosty Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Gold","Accessory","Regal Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Green","Accessory","Military Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Grey","Accessory","Grey Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Heavy","Accessory","Heavy Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Nova","Accessory","Hallow Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Pink","Accessory","Fancy Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Prismatic","Accessory","Prismatic Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Purple","Accessory","Dusky Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Red","Accessory","Toasty Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Azure","Accessory","Tech Azure Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Blue","Accessory","Tech Blue Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Green","Accessory","Tech Green Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Orange","Accessory","Tech Orange Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Pink","Accessory","Tech Pink Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Red","Accessory","Tech Red Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Violet","Accessory","Tech Violet Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Tech Yellow","Accessory","Tech Yellow Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Knight Vision Goggles/Knight Vision Goggles, Volcanic","Accessory","Volcanic Knight Vision Goggles","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Autumn","Accessory","Autumn Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Blue","Accessory","Cool Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Citrine","Accessory","Citrine Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Dazed","Accessory","Dazed Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Divine","Accessory","Divine Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Freeze","Accessory","Frosty Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Gold","Accessory","Regal Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Green","Accessory","Military Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
"Accessory/Helm/Front/Lumberfell Beard/Lumberfell Beard, Heavy","Accessory","Heavy Lumberfell Beard","",-1,true,"","--","--","ui/icon/inventory/icon_accessory-hfront_cm.png",""
